"","Area","Year","Week","State","Location","Total_Kes","Duration_of_Outbreak_in_day","Wind_mean_weekly","Rainfall_mm_mean_weekly","Humidity_mean_weekly","Solar_Radiation_Mjm2_mean_weekly","Area_Population"
"205","Gombak",2015,1,"SELANGOR","Batu_13_Kg_Sri_AmanLorang__Bestari",125,100,77.925,14.7,0.85,0,668694
"206","Gombak",2015,12,"SELANGOR","Bdr_Country_Homes_Fasa_6",60,48,1.27142857142857,1.05714285714286,72.0714285714286,0,668694
"207","Gombak",2015,4,"SELANGOR","Kg_Baru_Kundang",75,37,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"208","Gombak",2014,51,"SELANGOR","Tmn_Bersatu_Zon_1",168,35,82.3285714285714,22.0285714285714,0.714285714285714,0,668694
"209","Gombak",2015,15,"SELANGOR","Kg_Sg_Bakau",43,60,1.1,12.4285714285714,75.1714285714286,0,668694
"210","Gombak",2014,44,"SELANGOR","Tmn_Melawati_F",75,84,82.4857142857143,15.8,1.02857142857143,0,668694
"211","Gombak",2015,11,"SELANGOR","Bdr_Tasik_Puteri_Gv_11",100,68,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"212","Gombak",2015,8,"SELANGOR","Kg_Sg_Kertas_",23,64,35.6428571428571,4.14285714285714,1,0,668694
"213","Gombak",2015,9,"SELANGOR","Au2a_Taman_Keramat",168,34,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"214","Gombak",2014,53,"SELANGOR","Appt_Desa_1",1,46,81.3333333333333,7.46666666666667,0.933333333333333,0,668694
"215","Gombak",2015,7,"SELANGOR","Bdr_Country_Homes_Fasa_12",60,61,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"216","Gombak",2015,4,"SELANGOR","Kg_Sg_Kertas",157,36,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"217","Gombak",2015,1,"SELANGOR","Appt_Desa_1",12,53,77.925,14.7,0.85,0,668694
"218","Gombak",2014,45,"SELANGOR","Appt_Bdr_Baru_Kundang",12,43,67.9,17,1.14285714285714,0,668694
"219","Gombak",2015,13,"SELANGOR","Appt_Desa_1",145,74,1,21.6285714285714,72.7142857142857,0,668694
"220","Gombak",2014,48,"SELANGOR","Bdr_Tasik_Puteri_Fasa_7A_Zon_2",51,34,70.4285714285714,27.4,0.871428571428571,0,668694
"221","Gombak",2014,45,"SELANGOR","Tmn_Sri_Gombak_Fasa_8_Zon_1",146,39,67.9,17,1.14285714285714,0,668694
"222","Gombak",2015,11,"SELANGOR","Appt_Desa_1",132,60,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"223","Gombak",2015,12,"SELANGOR","Tmn_Selayang_Jaya",168,43,1.27142857142857,1.05714285714286,72.0714285714286,0,668694
"224","Gombak",2015,8,"SELANGOR","Kg_Laksamana_",23,43,35.6428571428571,4.14285714285714,1,0,668694
"225","Gombak",2015,17,"SELANGOR","Tmn_Desa_Jaya",135,39,1.22857142857143,18.8857142857143,78.7714285714286,0,668694
"226","Gombak",2015,4,"SELANGOR","Tmn_Ehsan",1,40,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"227","Gombak",2015,5,"SELANGOR","Selayang_Baru",137,51,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"228","Gombak",2014,41,"SELANGOR","Tmn_Bkt_Indah_Fasa_3_Zon_1",12,52,68.5285714285714,17.0571428571429,1.15714285714286,0,668694
"229","Gombak",2014,46,"SELANGOR","Selayang_Baru_11",146,31,83.3,21.1428571428571,0.971428571428571,0,668694
"230","Gombak",2014,41,"SELANGOR","Tmn_Rasmi_Jaya_Zon_1",23,33,68.5285714285714,17.0571428571429,1.15714285714286,0,668694
"231","Gombak",2015,10,"SELANGOR","Tmn_Rawang_Perdana",100,75,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"232","Gombak",2015,1,"SELANGOR","Appt_Palma_Bch",80,62,77.925,14.7,0.85,0,668694
"233","Gombak",2015,10,"SELANGOR","Bdr_Tasik_Puteri_Gv_6",51,74,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"234","Gombak",2015,10,"SELANGOR","Bdr_Country_Homes_Fasa_6",51,34,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"235","Gombak",2014,45,"SELANGOR","Tmn_Sri_Gombak_Fasa_10_Zon_2",179,34,67.9,17,1.14285714285714,0,668694
"236","Gombak",2015,5,"SELANGOR","Flat_Pinggiran_Bt_Caves",157,40,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"237","Gombak",2014,47,"SELANGOR","Appt_Anggerik_Ttt",23,42,76.2571428571429,7.51428571428571,0.814285714285714,0,668694
"238","Gombak",2015,5,"SELANGOR","Tmn_Bkt_Indah_Fasa_1",51,40,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"239","Gombak",2014,43,"SELANGOR","Tmn_Desa_Jaya_Zon_5",146,31,81.7714285714286,33.5714285714286,1.08571428571429,0,668694
"240","Gombak",2014,47,"SELANGOR","Kg_Melayu_Sri_Kundang_E",157,34,76.2571428571429,7.51428571428571,0.814285714285714,0,668694
"241","Gombak",2014,49,"SELANGOR","Kg_Baru_Kundang_Zon_1",70,40,76.4428571428571,1.8,0.928571428571429,0,668694
"242","Gombak",2015,4,"SELANGOR","Appt_Casaria_Bch",179,66,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"243","Gombak",2015,8,"SELANGOR","Appt_Tmn_Tun_Perak_",157,39,35.6428571428571,4.14285714285714,1,0,668694
"244","Gombak",2015,14,"SELANGOR","Tmn_Wangsa_Permai",80,69,1.04285714285714,24.6285714285714,79.8857142857143,0,668694
"245","Gombak",2015,8,"SELANGOR","Tanah_Gantian_Sg_Tua_",111,45,35.6428571428571,4.14285714285714,1,0,668694
"246","Gombak",2015,17,"SELANGOR","Kg_Sg_Bakau",60,74,1.22857142857143,18.8857142857143,78.7714285714286,0,668694
"247","Gombak",2015,4,"SELANGOR","Sierramas_Sg_Buloh",135,31,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"248","Gombak",2015,9,"SELANGOR","Kg_Baru_Kundang_",117,72,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"249","Gombak",2015,7,"SELANGOR","Tmn_Desa_Putri",23,34,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"250","Gombak",2015,7,"SELANGOR","Kg_Simpang_3",141,145,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"251","Gombak",2015,9,"SELANGOR","Tmn_Wangsa_Permai",43,34,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"252","Gombak",2015,10,"SELANGOR","Appt_Sri_Wira",146,38,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"253","Gombak",2014,42,"SELANGOR","Tmn_Rasmi_Jaya_Zon_2",84,39,67.8,26.4857142857143,1.2,0,668694
"254","Gombak",2015,12,"SELANGOR","Appt_Desa_1",142,67,1.27142857142857,1.05714285714286,72.0714285714286,0,668694
"255","Gombak",2014,43,"SELANGOR","Tmn_Bkt_Indah_Fasa_3_Zon_1",34,66,81.7714285714286,33.5714285714286,1.08571428571429,0,668694
"256","Gombak",2015,14,"SELANGOR","Kg_Nakhoda",60,58,1.04285714285714,24.6285714285714,79.8857142857143,0,668694
"257","Gombak",2015,7,"SELANGOR","Kg_Sg_Tua_Bharu",146,33,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"258","Gombak",2014,46,"SELANGOR","Tmn_Melawati_F",88,105,83.3,21.1428571428571,0.971428571428571,0,668694
"259","Gombak",2015,7,"SELANGOR","Tmn_Bersatu_Gombak",80,60,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"260","Gombak",2015,7,"SELANGOR","Bdr_Tasik_Puteri_Fasa_6",60,60,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"261","Gombak",2014,46,"SELANGOR","Kg_Simpang_3",112,47,83.3,21.1428571428571,0.971428571428571,0,668694
"262","Gombak",2015,9,"SELANGOR","Bdr_Tasik_Puteri_Gv12",146,32,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"263","Gombak",2015,8,"SELANGOR","Flat_Pinggiran_Bt_Caves_",23,61,35.6428571428571,4.14285714285714,1,0,668694
"264","Gombak",2015,11,"SELANGOR","Tmn_Bkt_Rawang_Jaya",179,43,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"265","Gombak",2015,7,"SELANGOR","Appt_Desa_1",34,32,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"266","Gombak",2014,49,"SELANGOR","Kg_Simpang_3",122,68,76.4428571428571,1.8,0.928571428571429,0,668694
"267","Gombak",2014,37,"SELANGOR","Selayang_Baru_8",60,53,72.4571428571429,14.6857142857143,1.02857142857143,0,668694
"268","Gombak",2015,8,"SELANGOR","Tmn_Daya_",157,34,35.6428571428571,4.14285714285714,1,0,668694
"269","Gombak",2015,7,"SELANGOR","Appt_Sri_Baiduri",168,45,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"270","Gombak",2015,10,"SELANGOR","Tmn_Bidara_Fasa_2",43,59,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"271","Gombak",2014,49,"SELANGOR","Tmn_Bidara_Fasa_1_Zon_2",51,44,76.4428571428571,1.8,0.928571428571429,0,668694
"272","Gombak",2015,8,"SELANGOR","Tmn_Desa_Putri_",34,41,35.6428571428571,4.14285714285714,1,0,668694
"273","Gombak",2015,3,"SELANGOR","Kg_Simpang_3",132,117,64.5857142857143,16.4857142857143,1.22857142857143,0,668694
"274","Gombak",2015,12,"SELANGOR","Tmn_Wangsa_Permai",70,55,1.27142857142857,1.05714285714286,72.0714285714286,0,668694
"275","Gombak",2014,49,"SELANGOR","Tmn_Indah_Perdana",146,30,76.4428571428571,1.8,0.928571428571429,0,668694
"276","Gombak",2015,12,"SELANGOR","Kg_Sg_Bakau",179,39,1.27142857142857,1.05714285714286,72.0714285714286,0,668694
"277","Gombak",2014,49,"SELANGOR","Bdr_Tasik_Puteri_Fasa_7A_Zon_2",70,41,76.4428571428571,1.8,0.928571428571429,0,668694
"278","Gombak",2014,50,"SELANGOR","Tmn_Bidara_Fasa_1_Zon_2",75,51,78.6857142857143,27.4857142857143,0.9,0,668694
"279","Gombak",2014,50,"SELANGOR","Tmn_Selasih_Fasa_2_Zon_3",1,52,78.6857142857143,27.4857142857143,0.9,0,668694
"280","Gombak",2015,9,"SELANGOR","Appt_Desa_1",103,46,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"281","Gombak",2015,9,"SELANGOR","Bd_Country_Home_Fasa_1",34,36,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"282","Gombak",2015,3,"SELANGOR","Tmn_Ehsan",1,33,64.5857142857143,16.4857142857143,1.22857142857143,0,668694
"283","Gombak",2015,5,"SELANGOR","Appt_Palma_Bch",118,90,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"284","Gombak",2014,39,"SELANGOR","Pangsapuri_Selayang_Mulia",124,31,77,14.8857142857143,1.14285714285714,0,668694
"285","Gombak",2014,40,"SELANGOR","Tmn_Sri_Gombak_Fasa_9_Zon_2",135,31,80.3142857142857,11.7142857142857,1.1,0,668694
"286","Gombak",2015,7,"SELANGOR","Bdr_Tasik_Puteri_GV_6",34,53,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"287","Gombak",2015,8,"SELANGOR","Tmn_Bidara_Fasa_2_",34,45,35.6428571428571,4.14285714285714,1,0,668694
"288","Gombak",2015,8,"SELANGOR","Tmn_Samudera_Selatan_",12,31,35.6428571428571,4.14285714285714,1,0,668694
"289","Gombak",2015,8,"SELANGOR","Bdr_Tasik_Puteri_Gv_3_",34,31,35.6428571428571,4.14285714285714,1,0,668694
"290","Gombak",2014,40,"SELANGOR","Tmn_Bkt_Indah_Fasa_3_Zon_1",1,45,80.3142857142857,11.7142857142857,1.1,0,668694
"291","Gombak",2014,40,"SELANGOR","Tmn_Melawati_F",60,63,80.3142857142857,11.7142857142857,1.1,0,668694
"292","Gombak",2015,3,"SELANGOR","Kg_Nakhoda",179,32,64.5857142857143,16.4857142857143,1.22857142857143,0,668694
"293","Gombak",2014,52,"SELANGOR","Kg_Simpang_3",125,89,89.5428571428571,19.6,0.728571428571429,0,668694
"294","Gombak",2015,7,"SELANGOR","Tanah_Gantian_Sg_Tua",107,38,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"295","Gombak",2015,11,"SELANGOR","Kg_Nakhoda",34,37,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"296","Gombak",2015,7,"SELANGOR","Appt_Cempaka_Tmn_Tun_Teja",179,38,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"297","Gombak",2015,9,"SELANGOR","Tmn_Bidara_Fasa_2",43,52,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"298","Gombak",2015,10,"SELANGOR","Tmn_Bidara_Fasa_1",75,82,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"299","Gombak",2014,43,"SELANGOR","Rumah_Kedai_Prima_Selayang",168,36,81.7714285714286,33.5714285714286,1.08571428571429,0,668694
"300","Gombak",2015,2,"SELANGOR","Tmn_Permata",179,31,80.3428571428571,18.1142857142857,0.985714285714286,0,668694
"301","Gombak",2014,46,"SELANGOR","Appt_Selasih_Ttt",1,32,83.3,21.1428571428571,0.971428571428571,0,668694
"302","Gombak",2014,45,"SELANGOR","Kg_Simpang_3",88,40,67.9,17,1.14285714285714,0,668694
"303","Gombak",2014,46,"SELANGOR","Tmn_Sri_Gombak_Fasa_8_Zon_1",157,46,83.3,21.1428571428571,0.971428571428571,0,668694
"304","Gombak",2014,48,"SELANGOR","Kg_Baru_Kundang_Zon_1",60,33,70.4285714285714,27.4,0.871428571428571,0,668694
"305","Gombak",2015,15,"SELANGOR","Tmn_Rawang_Perdana",114,110,1.1,12.4285714285714,75.1714285714286,0,668694
"306","Gombak",2015,4,"SELANGOR","Tmn_Bidara_Fasa_1",157,40,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"307","Gombak",2014,42,"SELANGOR","Tmn_Bkt_Indah_Fasa_3_Zon_1",34,59,67.8,26.4857142857143,1.2,0,668694
"308","Gombak",2014,41,"SELANGOR","Menara_Jade_Kondo",135,41,68.5285714285714,17.0571428571429,1.15714285714286,0,668694
"309","Gombak",2015,11,"SELANGOR","Tmn_Keramat",135,33,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"310","Gombak",2015,12,"SELANGOR","Au1C_Tmn_Keramat",64,41,1.27142857142857,1.05714285714286,72.0714285714286,0,668694
"311","Gombak",2015,4,"SELANGOR","Kg_Nakhoda",23,39,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"312","Gombak",2015,11,"SELANGOR","Kg_Sg_Bakau",168,32,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"313","Gombak",2015,9,"SELANGOR","Tmn_Desa_Putri",34,48,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"314","Gombak",2014,38,"SELANGOR","Appt_Suria_Kip_Kepong",23,60,75.1142857142857,4.71428571428571,1.25714285714286,0,668694
"315","Gombak",2015,9,"SELANGOR","Bdr_Tasik_Puteri_Fasa_3",146,31,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"316","Gombak",2014,46,"SELANGOR","Appt_Anggerik_Ttt",168,35,83.3,21.1428571428571,0.971428571428571,0,668694
"317","Gombak",2015,15,"SELANGOR","Appt_Desa_1",152,88,1.1,12.4285714285714,75.1714285714286,0,668694
"318","Gombak",2015,8,"SELANGOR","Tmn_Bidara_Fasa_1_",51,68,35.6428571428571,4.14285714285714,1,0,668694
"319","Gombak",2015,8,"SELANGOR","Bdr_Country_Homes_Fasa_12_",64,68,35.6428571428571,4.14285714285714,1,0,668694
"320","Gombak",2014,43,"SELANGOR","Appt_Azalea_Court",157,46,81.7714285714286,33.5714285714286,1.08571428571429,0,668694
"321","Gombak",2015,5,"SELANGOR","Tmn_Rawang_Perdana",51,40,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"322","Gombak",2015,10,"SELANGOR","Tmn_Pinggiran_Bt_Caves",168,33,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"323","Gombak",2014,46,"SELANGOR","Kg_Melayu_Wira_Damai",135,38,83.3,21.1428571428571,0.971428571428571,0,668694
"324","Gombak",2015,15,"SELANGOR","Tmn_Wangsa_Permai",80,76,1.1,12.4285714285714,75.1714285714286,0,668694
"325","Gombak",2014,50,"SELANGOR","Kg_Simpang_3",122,73,78.6857142857143,27.4857142857143,0.9,0,668694
"326","Gombak",2015,8,"SELANGOR","Appt_Rawang_Perdana_",168,53,35.6428571428571,4.14285714285714,1,0,668694
"327","Gombak",2014,50,"SELANGOR","Tmn_Jasa",135,32,78.6857142857143,27.4857142857143,0.9,0,668694
"328","Gombak",2015,3,"SELANGOR","Appt_Casaria_Bch",179,59,64.5857142857143,16.4857142857143,1.22857142857143,0,668694
"329","Gombak",2015,8,"SELANGOR","Tmn_Rawang_Perdana_",84,61,35.6428571428571,4.14285714285714,1,0,668694
"330","Gombak",2014,42,"SELANGOR","Tmn_Rasmi_Jaya_Zon_1",23,40,67.8,26.4857142857143,1.2,0,668694
"331","Gombak",2014,46,"SELANGOR","Tmn_Pinggiran_Bt_Caves_Fasa_3_Zon_2",124,34,83.3,21.1428571428571,0.971428571428571,0,668694
"332","Gombak",2015,7,"SELANGOR","Kg_Changkat",51,37,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"333","Gombak",2015,10,"SELANGOR","Kg_Baru_Kundang",119,79,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"334","Gombak",2015,10,"SELANGOR","Bdr_Tasik_Puteri_Fasa_3",146,38,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"335","Gombak",2015,7,"SELANGOR","Tmn_Bidara_Fasa_1",34,61,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"336","Gombak",2015,7,"SELANGOR","Tmn_Bidara_Fasa_2",23,38,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"337","Gombak",2014,46,"SELANGOR","Tmn_Selayang_Utama_Zon_1",12,33,83.3,21.1428571428571,0.971428571428571,0,668694
"338","Gombak",2015,17,"SELANGOR","Tmn_Melawati_F",168,51,1.22857142857143,18.8857142857143,78.7714285714286,0,668694
"339","Gombak",2014,42,"SELANGOR","Appt_Birchwood_Court",146,37,67.8,26.4857142857143,1.2,0,668694
"340","Gombak",2015,4,"SELANGOR","Appt_Palma_Bch",116,83,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"341","Gombak",2015,16,"SELANGOR","Appt_Desa_1",152,95,1.32857142857143,7.6,71.7285714285714,0,668694
"342","Gombak",2014,43,"SELANGOR","Tmn_Melawati_F",75,84,81.7714285714286,33.5714285714286,1.08571428571429,0,668694
"343","Gombak",2015,4,"SELANGOR","Tmn_Bkt_Rawang_Jaya",135,34,70.6714285714286,4.51428571428571,0.985714285714286,0,668694
"344","Gombak",2015,12,"SELANGOR","Kg_Baru_Kundang",121,93,1.27142857142857,1.05714285714286,72.0714285714286,0,668694
"345","Gombak",2014,43,"SELANGOR","Tmn_Rasmi_Jaya_Zon_2",88,46,81.7714285714286,33.5714285714286,1.08571428571429,0,668694
"346","Gombak",2015,7,"SELANGOR","Appt_Rawang_Perdana",157,46,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"347","Gombak",2015,7,"SELANGOR","Appt_Tmn_Tun_Perak",146,32,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"348","Gombak",2014,49,"SELANGOR","Tmn_Selasih_Fasa_2_Zon_3",179,45,76.4428571428571,1.8,0.928571428571429,0,668694
"349","Gombak",2015,9,"SELANGOR","Selayang_Baru",171,79,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"350","Gombak",2015,17,"SELANGOR","Au2C_Taman_Keramat",157,37,1.22857142857143,18.8857142857143,78.7714285714286,0,668694
"351","Gombak",2014,47,"SELANGOR","Appt_Sri_Selayang",80,57,76.2571428571429,7.51428571428571,0.814285714285714,0,668694
"352","Gombak",2015,7,"SELANGOR","Tmn_Tasik_Biru",135,31,67.3714285714286,5.94285714285714,1.27142857142857,0,668694
"353","Gombak",2014,52,"SELANGOR","Tmn_Bidara_Fasa_1_Zon_2",88,65,89.5428571428571,19.6,0.728571428571429,0,668694
"354","Gombak",2015,9,"SELANGOR","Appt_Sri_Wira",124,31,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"355","Gombak",2014,42,"SELANGOR","Tmn_Melawati_F",70,77,67.8,26.4857142857143,1.2,0,668694
"356","Gombak",2015,8,"SELANGOR","Kg_Baru_Kundang_",110,65,35.6428571428571,4.14285714285714,1,0,668694
"357","Gombak",2015,12,"SELANGOR","Au2A_Taman_Keramat",23,55,1.27142857142857,1.05714285714286,72.0714285714286,0,668694
"358","Gombak",2015,9,"SELANGOR","Bdr_Tasik_Puteri_Gv_11",88,54,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"359","Gombak",2015,8,"SELANGOR","Appt_Palma_Bch_",127,111,35.6428571428571,4.14285714285714,1,0,668694
"360","Gombak",2015,10,"SELANGOR","Tmn_Wangsa_Permai",60,41,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"361","Gombak",2015,16,"SELANGOR","Tmn_Rawang_Perdana",115,117,1.32857142857143,7.6,71.7285714285714,0,668694
"362","Gombak",2015,10,"SELANGOR","Appt_Desa_1",122,53,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"363","Gombak",2015,9,"SELANGOR","Tmn_Rawang_Perdana",96,68,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"364","Gombak",2015,5,"SELANGOR","Tmn_Ehsan",23,47,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"365","Gombak",2015,15,"SELANGOR","Appt_Bkt_Rawang_Putra",146,31,1.1,12.4285714285714,75.1714285714286,0,668694
"366","Gombak",2014,50,"SELANGOR","Tmn_Pelangi_Rawang_Zon_2",70,52,78.6857142857143,27.4857142857143,0.9,0,668694
"367","Gombak",2014,39,"SELANGOR","Tmn_Daya_Zon_3",1,60,77,14.8857142857143,1.14285714285714,0,668694
"368","Gombak",2015,12,"SELANGOR","Bdr_Country_Home_Fasa_1",96,57,1.27142857142857,1.05714285714286,72.0714285714286,0,668694
"369","Gombak",2014,36,"SELANGOR","Sri_Maya_Condo",168,46,70.4714285714286,3.34285714285714,1.15714285714286,0,668694
"370","Gombak",2014,39,"SELANGOR","Tmn_Melawati_F",43,56,77,14.8857142857143,1.14285714285714,0,668694
"371","Gombak",2014,36,"SELANGOR","Tmn_Melawati_F",1,35,70.4714285714286,3.34285714285714,1.15714285714286,0,668694
"372","Gombak",2015,9,"SELANGOR","Sri_Maya_Condo",157,44,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"373","Gombak",2015,8,"SELANGOR","Bdr_Tasik_Puteri_Gv_6_",34,60,35.6428571428571,4.14285714285714,1,0,668694
"374","Gombak",2015,8,"SELANGOR","Selayang_Baru_",171,72,35.6428571428571,4.14285714285714,1,0,668694
"375","Gombak",2014,39,"SELANGOR","Estana_Court",34,43,77,14.8857142857143,1.14285714285714,0,668694
"376","Gombak",2015,5,"SELANGOR","Kg_Sg_Kertas",168,43,72.0142857142857,8.51428571428571,1.11428571428571,0,668694
"377","Gombak",2015,9,"SELANGOR","Bdr_Tasik_Puteri_Gv_6",43,67,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"378","Gombak",2015,8,"SELANGOR","Tmn_Jati_",70,58,35.6428571428571,4.14285714285714,1,0,668694
"379","Gombak",2014,38,"SELANGOR","Tmn_Bkt_Indah_Fasa_3_Zon_1",179,31,75.1142857142857,4.71428571428571,1.25714285714286,0,668694
"380","Gombak",2015,11,"SELANGOR","Bdr_Tasik_Puteri_Gv12",168,45,12.8428571428571,14.3428571428571,58.1571428571429,0,668694
"381","Gombak",2015,9,"SELANGOR","Tmn_Daya",12,41,73.9571428571429,5.68571428571429,1.12857142857143,0,668694
"382","Gombak",2014,48,"SELANGOR","Appt_Anggerik_Ttt",43,49,70.4285714285714,27.4,0.871428571428571,0,668694
"383","Gombak",2014,42,"SELANGOR","Bt_6_Gombak",124,36,67.8,26.4857142857143,1.2,0,668694
"384","Gombak",2015,10,"SELANGOR","Sri_Maya_Condo",168,51,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"385","Gombak",2014,49,"SELANGOR","Tmn_Selayang_Utama_Zon_1",60,54,76.4428571428571,1.8,0.928571428571429,0,668694
"386","Gombak",2014,53,"SELANGOR","Appt_Palma_Bch",75,55,81.3333333333333,7.46666666666667,0.933333333333333,0,668694
"387","Gombak",2015,3,"SELANGOR","Bdrcountryhomes_Fasa_12",23,33,64.5857142857143,16.4857142857143,1.22857142857143,0,668694
"388","Gombak",2015,10,"SELANGOR","Tmn_Samudera_Selatan",34,15,64.8571428571429,15.8857142857143,1.15714285714286,0,668694
"389","Gombak",2014,44,"SELANGOR","Ukay_Bistari_Zon_3",124,33,82.4857142857143,15.8,1.02857142857143,0,668694
"390","Gombak",2014,38,"SELANGOR","Estana_Court",34,36,75.1142857142857,4.71428571428571,1.25714285714286,0,668694
